Date,Adj Close
12/02/2019,401.100311
13/02/2019,400.963593
14/02/2019,400.221344
15/02/2019,408.180511
19/02/2019,406.510529
20/02/2019,411.676636
21/02/2019,407.799622
22/02/2019,414.118073
25/02/2019,416.87204
26/02/2019,416.774353
27/02/2019,425.241302
28/02/2019,429.655426
01/03/2019,430.299988
04/03/2019,422.555725
05/03/2019,420.045898
06/03/2019,414.518463
07/03/2019,412.662964
08/03/2019,412.643463
11/03/2019,390.641144
12/03/2019,366.61731
13/03/2019,368.306824
14/03/2019,364.556702
15/03/2019,370.113434
18/03/2019,363.560638
19/03/2019,364.683685
20/03/2019,367.349762
21/03/2019,363.970795
22/03/2019,353.687439
25/03/2019,361.783203
26/03/2019,361.705109
27/03/2019,365.445404
28/03/2019,365.670044
29/03/2019,372.486572
01/04/2019,382.369537
02/04/2019,381.597992
03/04/2019,375.72876
04/04/2019,386.588348
05/04/2019,382.750336
08/04/2019,365.748169
09/04/2019,360.396515
10/04/2019,356.392517
11/04/2019,361.490295
12/04/2019,370.74823
15/04/2019,366.666107
16/04/2019,372.77951
17/04/2019,368.677887
18/04/2019,371.168182
22/04/2019,366.382965
23/04/2019,365.259827
24/04/2019,366.666107
25/04/2019,373.834229
26/04/2019,371.871277
29/04/2019,370.172058
30/04/2019,368.843903
01/05/2019,367.974762
02/05/2019,366.998169
03/05/2019,367.6427
06/05/2019,362.896545
07/05/2019,348.863098
08/05/2019,351.324066
09/05/2019,347.822571
10/05/2019,348.352966
13/05/2019,331.361084
14/05/2019,336.930115
15/05/2019,339.483826
16/05/2019,347.50827
17/05/2019,348.696716
20/05/2019,346.50647
21/05/2019,352.360291
22/05/2019,346.496613
23/05/2019,344.306335
24/05/2019,348.578857
28/05/2019,348.559235
29/05/2019,342.587494
30/05/2019,343.638428
31/05/2019,335.525574
03/06/2019,332.854034
04/06/2019,338.481964
05/06/2019,342.538391
06/06/2019,344.394775
07/06/2019,347.400269
10/06/2019,347.498444
11/06/2019,343.108063
12/06/2019,340.84903
13/06/2019,342.646423
14/06/2019,340.976715
17/06/2019,348.578857
18/06/2019,367.299377
19/06/2019,361.995575
20/06/2019,368.203003
21/06/2019,365.217133
24/06/2019,367.328827
25/06/2019,362.742004
26/06/2019,368.261902
27/06/2019,357.536407
28/06/2019,357.526581
01/07/2019,350.111084
02/07/2019,347.852051
03/07/2019,348.156494
05/07/2019,349.521729
08/07/2019,344.86618
09/07/2019,346.801117
10/07/2019,346.025146
11/07/2019,352.605835
12/07/2019,358.82309
15/07/2019,355.169342
16/07/2019,356.289032
17/07/2019,362.938477
18/07/2019,354.678223
19/07/2019,370.638794
22/07/2019,366.769043
23/07/2019,366.425262
24/07/2019,354.992554
25/07/2019,341.890167
26/07/2019,338.855194
29/07/2019,334.150482
30/07/2019,341.271362
31/07/2019,335.10321
01/08/2019,328.335938
02/08/2019,333.512085
05/08/2019,325.163452
06/08/2019,326.528748
07/08/2019,325.477783
08/08/2019,332.420715
09/08/2019,333.606689
12/08/2019,329.050537
13/08/2019,328.971466
14/08/2019,316.676788
15/08/2019,324.168243
16/08/2019,326.589661
19/08/2019,329.880707
20/08/2019,327.874451
21/08/2019,336.018188
22/08/2019,350.269714
23/08/2019,351.851044
26/08/2019,354.845642
27/08/2019,350.585999
28/08/2019,355.764771
29/08/2019,358.502411
30/08/2019,359.836639
03/09/2019,350.279633
04/09/2019,352.36496
05/09/2019,356.090881
06/09/2019,358.759369
09/09/2019,354.588654
10/09/2019,365.173523
11/09/2019,378.466431
12/09/2019,371.241821
13/09/2019,375.323578
16/09/2019,374.424194
17/09/2019,379.7117
18/09/2019,381.895905
19/09/2019,379.948914
20/09/2019,374.957916
23/09/2019,372.625458
24/09/2019,377.191498
25/09/2019,381.688354
26/09/2019,382.3703
27/09/2019,378.38736
30/09/2019,376.025269
01/10/2019,370.559875
02/10/2019,363.06842
03/10/2019,367.723419
04/10/2019,371.311035
07/10/2019,372.141205
08/10/2019,369.729706
09/10/2019,370.579651
10/10/2019,366.665924
11/10/2019,370.540131
14/10/2019,368.820435
15/10/2019,366.626373
16/10/2019,368.079224
17/10/2019,364.748596
18/10/2019,339.981354
21/10/2019,327.192474
22/10/2019,333.06311
23/10/2019,336.522217
24/10/2019,340.524902
25/10/2019,335.860046
28/10/2019,336.897766
29/10/2019,344.853729
30/10/2019,342.017273
31/10/2019,335.939117
01/11/2019,341.15744
04/11/2019,346.988495
05/11/2019,354.104401
06/11/2019,350.052307
07/11/2019,355.196686
08/11/2019,348.924011
11/11/2019,364.789612
12/11/2019,360.733734
13/11/2019,360.355988
14/11/2019,365.266785
15/11/2019,369.481689
18/11/2019,367.274811
19/11/2019,364.829376
20/11/2019,368.716248
21/11/2019,364.272675
22/11/2019,369.143707
25/11/2019,370.923126
26/11/2019,371.300873
27/11/2019,365.823456
29/11/2019,364.014221
02/12/2019,353.079285
03/12/2019,349.99762
04/12/2019,346.776764
05/12/2019,343.635468
06/12/2019,351.995728
09/12/2019,349.132751
10/12/2019,345.842346
11/12/2019,347.929932
12/12/2019,344.241882
13/12/2019,339.6492
16/12/2019,325.065948
17/12/2019,325.065948
18/12/2019,328.724182
19/12/2019,331.527496
20/12/2019,326.060028
23/12/2019,335.553558
24/12/2019,331.030457
26/12/2019,327.968689
27/12/2019,328.187408
30/12/2019,324.469513
31/12/2019,323.833313
02/01/2020,331.348572
03/01/2020,330.791901
06/01/2020,331.766083
07/01/2020,335.285156
08/01/2020,329.410095
09/01/2020,334.350708
10/01/2020,327.968689
13/01/2020,328.266907
14/01/2020,330.384308
15/01/2020,327.849396
16/01/2020,330.036377
17/01/2020,322.232819
21/01/2020,311.516571
22/01/2020,307.172424
23/01/2020,315.910431
24/01/2020,321.139313
27/01/2020,314.727478
28/01/2020,314.687714
29/01/2020,320.115387
30/01/2020,321.387817
31/01/2020,316.387573
03/02/2020,314.131012
04/02/2020,316.05954
05/02/2020,327.600861
06/02/2020,339.410614
07/02/2020,334.758301
10/02/2020,342.63147
11/02/2020,342.382935
12/02/2020,345.39502
13/02/2020,342.820007
14/02/2020,340.48999
18/02/2020,338.880005
19/02/2020,338.299988
20/02/2020,336.279999
21/02/2020,330.380005
24/02/2020,317.899994
25/02/2020,304.140015
26/02/2020,305.589996
27/02/2020,287.76001
28/02/2020,275.109985
02/03/2020,289.269989
03/03/2020,280.619995
04/03/2020,283.119995
05/03/2020,260.369995
06/03/2020,262.329987
09/03/2020,227.169998
10/03/2020,231.009995
11/03/2020,189.080002
12/03/2020,154.839996
13/03/2020,170.199997
16/03/2020,129.610001
17/03/2020,124.139999
18/03/2020,101.889999
19/03/2020,97.709999
20/03/2020,95.010002
23/03/2020,105.620003
24/03/2020,127.68
25/03/2020,158.729996
26/03/2020,180.550003
27/03/2020,162
30/03/2020,152.279999
31/03/2020,149.139999
01/04/2020,130.699997
02/04/2020,123.269997
03/04/2020,124.519997
06/04/2020,148.770004
07/04/2020,141.580002
08/04/2020,146.869995
09/04/2020,151.839996
13/04/2020,147.330002
14/04/2020,141
15/04/2020,145.979996
16/04/2020,134.240005
17/04/2020,154
20/04/2020,143.610001
21/04/2020,136.330002
22/04/2020,134.970001
23/04/2020,137.740005
24/04/2020,128.979996
27/04/2020,128.679993
28/04/2020,131.300003
29/04/2020,139
30/04/2020,141.020004
01/05/2020,133.369995
04/05/2020,131.460007
05/05/2020,125.400002
06/05/2020,121.860001
07/05/2020,128.649994
08/05/2020,133.440002
11/05/2020,128.910004
12/05/2020,125.220001
13/05/2020,121.5
14/05/2020,122.519997
15/05/2020,120
